author_name,author_id,gender,affiliation,seniority,nb_publi,pub_rate,first_author_por,avg_coauthor
Hossein Vahabi,9153,male,University California Berkeley CA USA,9,22,2.44,9,4.5
Yan Wu,9154,male,,23,169,7.35,39,4.19
Zhuoye Ding,9155,,,11,16,1.45,31,4.69
Jasmijn van Gorp,9156,female,,8,7,0.88,0,6.29
Ashlee Edwards,9157,female,,7,8,1.14,62,2.75
Ismet Zeki Yalniz,9158,male,,10,11,1.1,73,3.36
R. Manmatha,9159,,University of Massachusetts Amherst USA,30,89,2.97,16,3.57
Yu Hong,9160,,,16,59,3.69,34,5.02
Jian-Min Yao,9161,,,17,26,1.53,15,4.65
Qiaoming Zhu,9162,,,15,128,8.53,5,4.11
Guodong Zhou,9163,,,21,240,11.43,17,3.79
Parvaz Mahdabi,9164,,,11,17,1.55,65,3.29
Linda Andersson,9165,female,TU Wien Institute of Software Technology and Interactive Systems (ISIS) Vienna Austria,8,17,2.12,35,4.53
Le Zhao,9166,female,,17,26,1.53,50,3.65
Jun Miao,9167,male,,20,80,4.0,25,4.29
Kailong Chen,9168,,,7,8,1.14,25,5.12
Ou Jin,9169,,,12,15,1.25,20,5.8
Enpeng Yao,9170,,,7,2,0.29,50,6.5
Alessandro Moschitti,9171,male,,19,246,12.95,17,3.59
Shuzi Niu,9172,,,10,23,2.3,39,4.91
Nadia Magnenat-Thalmann,9173,female,University of Geneva Switzerland,40,592,14.8,43,3.41
Hiroaki Ohshima,9174,male,,14,55,3.93,18,4.47
Monojit Choudhury,9175,,,16,75,4.69,13,4.44
Giacomo Berardi,9176,male,,8,21,2.62,81,3.76
Andrea Esuli,9177,female,Istituto di Scienza e Tecnologie dell'Informazione Pisa Italy,17,95,5.59,42,3.31
Kyosuke Nishida,9178,male,,15,31,2.07,42,4.23
Marco Bonzanini,9179,male,,8,10,1.25,50,2.9
Si-Chi Chin,9180,,,9,17,1.89,53,3.94
Kripabandhu Ghosh,9181,,,9,41,4.56,22,4.05
Tuan Tran,9182,male,University of Hanover L3S Research Center Hanover Germany,7,18,2.57,61,3.56
Ethem F. Can,9183,male,,8,9,1.12,56,3.56
Kriste Krstovski,9184,,,15,20,1.33,60,5.3
Giorgio Maria Di Nunzio,9185,male,Department of Information Engineering University of Padua,16,122,7.62,47,3.83
Alessandro Sordoni,9186,male,,10,50,5.0,24,5.3
Maximilian Michel,9187,male,,12,15,1.25,13,5.53
Douglas Dowie,9188,male,,7,5,0.71,20,7.4
Kelly Ann Marshall,9189,female,,7,4,0.57,0,8.75
Xinyuan Luo,9190,,,7,4,0.57,50,5.0
James Purvis,9191,male,,8,3,0.38,33,2.67
Ihab Al Kabary,9192,male,,9,14,1.56,50,3.21
Jinming Min,9193,,,14,12,0.86,67,3.75
Shay Hummel,9194,male,,8,11,1.38,9,6.0
Anagha Kulkarni,9195,,University of Minnesota USA,14,39,2.79,41,3.0
Mark Levene,9196,male,Birkbeck University of London UK,32,172,5.38,40,2.58
Alexandra Poulovassilis,9197,female,Birkbeck University of London Department of Computer Science and Information Systems UK,31,145,4.68,17,3.13
Alan Said,9198,male,,10,73,7.3,47,4.11
Till Plumbaum,9199,male,,12,37,3.08,27,4.68
Sahin Albayrak,9200,,Technical University of Berlin Germany,27,291,10.78,9,3.78
Qi Tian,9201,,University of Texas at San Antonio Department of Computer Science TX USA,25,505,20.2,4,4.73
Min-Chul Yang,9202,,,7,9,1.29,67,3.89
Zhen Yue,9203,,,11,31,2.82,45,4.16
Shuguang Han,9204,,,14,49,3.5,35,4.12
Zhengdong Lu,9205,,,15,87,5.8,18,3.98
Eugene Kharitonov,9206,male,,7,13,1.86,92,3.38
Aleksandr Chuklin,9207,male,,8,23,2.88,91,3.35
Damiano Spina,9208,male,RMIT University Melbourne VIC Australia,11,46,4.18,26,5.46
Karla L. Caballero Espinosa,9209,female,University of California Santa Cruz Department of Electrical Engineering,13,10,0.77,90,2.8
Kar Wai Lim,9210,,,7,16,2.29,75,3.0
Yury Logachev,9211,male,,8,4,0.5,50,3.5
Tim Gollub,9212,male,,8,27,3.38,33,5.78
Ambuj Tewari,9213,,,17,119,7.0,8,2.87
Shoubin Kong,9214,,,9,10,1.11,70,4.9
Ling Feng,9215,,,21,178,8.48,21,3.93
Gordon Guo-Zheng Sun,9216,male,Tencent Company Beijing China,7,7,1.0,0,6.57
Ingo Frommholz,9217,male,University of Bedfordshire Department of Computer Science and Technology,17,80,4.71,28,3.81
Kunpeng Zhang,9218,,,13,46,3.54,28,4.83
Yu Cheng,9219,,IBM T.J. Watson Center Yorktown Heights NY USA,10,39,3.9,54,5.46
Wei-keng Liao,9220,,,23,117,5.09,14,5.44
W. Nick Street,9221,,University of Iowa Department of Management Sciences Iowa City IA USA,24,74,3.08,5,2.99
Hongyuan Ma,9222,,,9,17,1.89,41,5.76
Wen Li,9223,,,20,209,10.45,39,3.81
Zongyang Ma,9224,,,7,14,2.0,36,4.43
Allan Hanbury,9225,male,TU Wien Vienna Autria,18,189,10.5,17,5.11
Taifeng Wang,9226,,,13,29,2.23,7,5.45
Yan Chen,9227,male,Beihang University State Key Laboratory of Software Development Environment Beijing China,8,12,1.5,42,5.0
Hadi Amiri,9228,male,,15,26,1.73,50,4.12
Ruey-Cheng Chen,9229,male,SEK Australia,19,28,1.47,46,4.11
Alejandro Lopez-Ortiz,9230,male,University of Waterloo School of Computer Science,25,200,8.0,24,3.42
Shoaib Jameel,9231,female,University of Kent UK,8,32,4,59,3.31
Qifan Wang,9232,,,9,32,3.56,56,3.97
Xingwei Zhu,9233,,,9,4,0.44,75,4.25
Tony Dunnigan,9234,male,,14,25,1.79,4,4.92
Jovian Lin,9235,,,6,7,1.17,100,5.43
Kazunari Sugiyama,9236,male,,20,36,1.8,39,3.39
Jeong Woo Son,9237,,,13,30,2.31,67,4.0
A.-Yeong Kim,9238,,,6,7,1.17,56,3.57
Shahab Kamali,9239,male,Sharif University of Technology Tehran Iran,14,11,0.79,73,3.27
Julian Urbano,9240,male,,9,40,4.44,55,3.35
Monica Marrero,9241,female,,13,26,2.0,27,3.54
Diego Martin,9242,male,Technical University of Madrid Spain,14,49,3.5,18,4.69
Siliang Tang,9243,,,15,46,3.07,15,5.72
Dongyi Guan,9244,,,7,8,1.14,62,2.62
Sicong Zhang,9245,,,13,32,2.46,25,4.56
Hui Fang,9246,,,24,99,4.12,27,3.89
Enrique Amigo,9247,male,,16,62,3.88,61,4.55
Felisa Verdejo,9248,female,National University of Distance Education Spain,29,138,4.76,10,4.01
Yoshua Bengio,9249,,Université de Montréal Canada,31,614,19.81,17,4.65
Thomas Demeester,9250,male,,8,65,8.12,23,4.68
Jiancong Tong,9251,,,9,12,1.33,42,5.42
Maha Alabduljalil,9252,female,,11,6,0.55,50,3.67
Xun Tang,9253,,,11,28,2.55,54,3.96
Constantinos Dimopoulos,9254,,,9,5,0.56,60,3.8
Robert Neumayer,9255,male,,14,25,1.79,64,3.0
Matthew Ekstrand-Abueg,9256,male,Northeastern University Boston USA,7,10,1.43,30,5.3
Virgil Pavlu,9257,male,Northeastern University Boston USA,16,50,3.12,2,4.22
Maya Sappelli,9258,female,,7,20,2.86,50,4.0
Jimmy Huang,9259,male,York University Toronto Canada,23,188,8.17,16,3.56
Mariam Daoud,9260,female,,12,28,2.33,61,3.29
Karam Abdulahhad,9261,male,,8,12,1.5,92,2.83
Catherine Berrut,9262,female,IMAG Grenoble France,33,48,1.45,23,3.04
Xiangdong An,9263,,,16,30,1.88,80,2.97
Muhammad Ali Norozi,9264,male,,9,8,0.89,100,1.62
Hadas Raviv,9265,female,,6,4,0.67,100,2.5
Pavel Berkhin,9266,male,,25,19,0.76,47,3.37
Fethi Burak Sazoglu,9267,male,,6,3,0.5,100,5.0
Swapnil Hingmire,9268,,,6,16,2.67,25,4.0
Sutanu Chakraborti,9269,,,15,57,3.8,12,2.96
Sujian Li,9270,,,18,130,7.22,12,4.25
Baobao Chang,9271,,Peking University Beijing China,17,80,4.71,7,3.96
Rishabh Mehrotra,9272,,,8,35,4.38,77,3.43
Guy Shani,9273,male,,17,73,4.29,34,3.56
Liudmila Ostroumova,9274,female,Moscow Institute of Physics and Technology Russia,7,38,5.43,42,3.71
Maryam Bashir,9275,female,,7,6,0.86,50,4.67
Jesse Anderton,9276,male,,7,10,1.43,30,4.4
Colin Wilkie,9277,male,,6,12,2.0,92,2.08
Heri Ramampiaro,9278,,Norwegian University of Science and Technology Norway,20,46,2.3,22,3.37
Chaosheng Fan,9279,,,6,3,0.5,67,4.0
Tao Lian,9280,,,7,11,1.57,27,4.55
Philip J. McParlane,9281,male,,6,12,2.0,83,3.0
Pai Peng,9282,,,14,19,1.36,37,5.58
Eric SanJuan,9283,male,University of Avignon Computer Science Laboratory (LIA),21,91,4.33,18,5.63
Sean Moran,9284,male,,15,12,0.8,83,3.08
Maxim Zhukovskiy,9285,male,,7,7,1.0,100,5.14
Shengxian Wan,9286,,,8,11,1.38,64,5.82
Debasis Ganguly,9287,male,IBM Research Ireland,11,64,5.82,50,3.89
Avneesh Sud,9288,,,17,30,1.76,37,4.57
Daan Odijk,9289,male,Netherlands,9,23,2.56,39,4.26
Xu-Cheng Yin,9290,,,14,71,5.07,28,4.62
Kaizhu Huang,9291,,,16,124,7.75,20,4.1
Hong-Wei Hao,9292,,,22,94,4.27,6,4.89
Philipp Mayr,9293,male,GESIS - Leibniz Institute for the Social Sciences,13,177,13.62,36,3.41
Jiyun Luo,9294,female,,6,15,2.5,73,2.87
Fernando Ruiz-Rico,9295,male,,13,8,0.62,100,3.12
Maria-Consuelo Rubio-Sanchez,9296,female,,13,7,0.54,0,3.29
David Tomas,9297,male,University of Alicante Department of Software and Computing Systems Spain,14,49,3.5,35,4.67
Jose Luis Vicedo Gonzalez,9298,male,University of Alicante Spain,19,73,3.84,25,3.82
Mark M. Hall,9299,male,Edge Hill University Department of Computer Science Ormskirk UK,11,59,5.36,31,5.76
Mark Stevenson,9300,male,,23,128,5.57,16,3.23
Eneko Agirre,9301,male,University of the Basque Country Spain,27,209,7.74,47,4.53
Aitor Soroa,9302,male,,23,61,2.65,3,4.85
Andre Freitas,9303,male,,9,91,10.11,34,4.68
Edward Curry,9304,male,The National University of Ireland Galway Ireland,16,122,7.62,23,3.56
Yafang Wang,9305,,,11,32,2.91,31,5.31
Bela Gipp,9306,female,,16,71,4.44,23,3.85
Norman Meuschke,9307,male,,8,25,3.12,20,4.44
Corinna Breitinger,9308,female,,6,18,3.0,0,4.67
Tony Russell-Rose,9309,male,,8,23,2.88,61,3.09
Frank Hopfgartner,9310,male,University of Glasgow School of Humanities,12,113,9.42,31,5.5
Seamus Lawless,9311,male,,13,87,6.69,8,4.23
Maristella Agosti,9312,female,University of Padua Italy,35,152,4.34,89,4.02
Owen Conlan,9313,male,,19,104,5.47,12,4.2
Preben Hansen,9314,male,,21,80,3.81,21,4.61
Matt Crane,9315,male,,8,20,2.5,50,3.7
Faegheh Hasibi,9316,,,7,19,2.71,68,3.26
Bekir Taner Dincer,9317,male,,16,19,1.19,57,3.11
Mi Zhang,9318,,Fudan University Shanghai China,11,12,1.09,67,2.67
Maura R. Grossman,9319,female,,8,23,2.88,22,2.96
Lingyun Ruan,9320,,,9,7,0.78,14,4.29
Maria-Hendrike Peetz,9321,female,,10,14,1.4,56,3.64
Mihai Georgescu,9322,male,,10,21,2.1,33,4.86
Elad Kravi,9323,male,,7,10,1.43,30,3.8
Maya Barnea,9324,female,,11,13,1.18,0,5.0
Andrew Kane,9325,male,,8,10,1.25,60,2.6
Ella Rabinovich,9326,female,,11,29,2.64,55,4.03
Ofri Rom,9327,,,7,2,0.29,0,4.5
Zhou Yu,9328,,,18,89,4.94,42,4.73
Ning Zhang,9329,,,30,303,10.1,30,4.17
Manuel J. A. Eugster,9330,male,,8,18,2.25,28,6.22
Tuukka Ruotsalo,9331,male,,14,52,3.71,35,5.81
Ilkka Kosunen,9332,male,,10,20,2.0,25,6.6
Giulio Jacucci,9333,male,,21,183,8.71,16,5.71
Samuel Kaski,9334,male,,27,236,8.74,10,4.28
Yinglong Zhang,9335,,,11,19,1.73,57,3.26
Suqi Cheng,9336,,,9,7,0.78,56,4.71
Junming Huang,9337,,,9,20,2.22,20,4.9
Laure Soulier,9338,female,,7,49,7.0,31,4.08
Lynda Tamine,9339,female,,22,126,5.73,17,3.21
Sebastian de la Chica,9340,male,,12,9,0.75,56,4.56
Jingwen Bian,9341,,,7,7,1.0,56,4.29
Nicola Ferro,9342,female,University of Padua Department of Information Engineering,17,251,14.76,28,4.37
Maria Maistro,9343,female,,5,26,5.2,12,3.92
Zhen Hai,9344,,,9,11,1.22,73,4.45
Wenting Liu,9345,,,11,18,1.64,56,4.67
Shiwan Zhao,9346,,,15,20,1.33,15,6.4
Parth Gupta,9347,,,9,28,3.11,54,3.71
Liangcai Gao,9348,,,11,64,5.82,27,4.67
Zhi Tang,9349,,,15,117,7.8,7,4.48
Yingwei Pan,9350,,,6,25,4.17,48,4.84
Houqiang Li,9351,,,15,308,20.53,1,5.05
Francisco M. Couto,9352,male,,16,96,6.0,16,4.8
Mario J. Silva,9353,male,,30,113,3.77,10,3.53
Lidong Bing,9354,male,Machine Intelligence Technology DAMO Academy Alibaba Group Singapore,12,71,5.92,37,4.1
Zheng-Yu Niu,9355,,,15,37,2.47,32,4.05
Jose G. Moreno,9356,male,Spain,9,31,3.44,57,3.1
Guillaume Cleuziou,9357,male,,16,50,3.12,56,2.8
Jihua Kang,9358,,,6,3,0.5,0,5.0
Shengli Wu,9359,,Ulster University Coleraine UK,18,105,5.83,45,3.31
Surendra Sedhai,9360,,,5,6,1.2,100,2.0
Fei Cai,9361,,,15,27,1.8,63,3.52
Peng Li,9362,,Chinese Academy of Sciences Institute of Information Engineering Beijing China,10,20,2.0,20,4.75
Shuxin Wang,9363,,,14,23,1.64,26,4.52
Anurag Agarwal,9364,,,22,27,1.23,44,2.67
Richard Zanibbi,9365,male,Rochester Institute of Technology Henrietta NY USA,19,61,3.21,33,3.23
Lina Yao,9366,female,UNSW Australia,12,175,14.58,28,4.86
Xue Li,9367,,University of Queensland Brisbane Australia,14,90,6.43,4,5.17
Thaer Samar,9368,,Centrum Wiskunde & Informatica Amsterdam Netherlands,6,16,2.67,44,4.31
Qi Liu,9369,,University of Science and Technology of China School of Computer Science and Technology Hefei China,9,104,11.56,16,5.9
Tieyun Qian,9370,,,14,62,4.43,32,4.42
Ming Zhong,9371,,Wuhan University State Key Laboratory of Software Engineeering Hubei China,11,22,2.0,45,4.0
Guoliang He,9372,,,13,34,2.62,44,4.24
Gaya K. Jayasinghe,9373,,,5,7,1.4,86,3.86
Maria Stone,9374,female,,18,5,0.28,20,3.4
Aleksandra Lomakina,9375,female,,5,2,0.4,50,2.5
Jingfei Li,9376,,,6,22,3.67,23,5.36
Yun Sing Koh,9377,,,14,82,5.86,28,3.28
Shafiq Alam,9378,male,,11,27,2.45,56,3.81
Andreu Vall,9379,male,,5,17,3.4,59,3.94
Lorraine Goeuriot,9380,female,,11,61,5.55,38,7.18
Cong Leng,9381,male,,5,16,3.2,50,4.62
Olga Arkhipova,9382,female,,5,2,0.4,100,3.0
Lidia Grauer,9383,female,,7,4,0.57,25,2.75
Rohit Babbar,9384,,,9,15,1.67,87,3.47
Ioannis Partalas,9385,male,,13,47,3.62,34,4.64
Anne Schuth,9386,female,,12,29,2.42,45,3.79
Floor Sietsma,9387,,,11,17,1.55,28,3.0
David van Dijk,9388,male,,9,11,1.22,64,4.91
Craig Willis,9389,male,,7,17,2.43,41,4.18
Garrick Sherman,9390,male,,7,8,1.14,38,3.25
Longhui Zhang,9391,,,5,7,1.4,86,5.0
Archana Godavarthy,9392,female,,6,4,0.67,25,2.5
Andrea Ceroni,9393,female,,5,18,3.6,67,4.28
Nam Khanh Tran,9394,male,,6,17,2.83,53,3.65
Gaurav Baruah,9395,,,6,13,2.17,69,3.54
Jason Baldridge,9396,male,Google Inc. Mountain View CA USA,21,58,2.76,16,3.19
Philip James McParlane,9397,male,,6,12,2.0,83,3.0
Jesus A. Rodriguez Perez,9398,male,University of Glasgow School of Computing Science,8,7,0.88,71,3.57
Ivan Vulic,9399,male,,8,83,10.38,40,3.52
Chengyao Chen,9400,,,5,14,2.8,43,4.07
Shuang Qiu,9401,,Chinese Academy of Sciences Institute of Automation National Laboratory of Pattern Recognition Beijing China,5,9,1.8,33,4.78
Gilad Katz,9402,male,,13,25,1.92,72,3.36
Bracha Shapira,9403,female,,24,139,5.79,10,4.37
Lior Rokach,9404,male,Ben-Gurion University Beersheba Israel,18,250,13.89,22,3.62
Dragan Milchevski,9405,male,,5,7,1.4,14,4.0
Piyush Bansal,9406,,,11,18,1.64,28,4.56
Muhammad Atif Qureshi,9407,male,University College Dublin Insight Centre for Data Analytics Ireland,11,31,2.82,71,4.03
Christopher Wing,9408,male,,6,4,0.67,50,2.75
Hannah Bast,9409,female,University of Freiburg Germany,28,71,2.54,90,2.99
Bjorn Buchhold,9410,male,,7,11,1.57,9,3.09
Andrew James McMinn,9411,male,University of Glasgow School of Computing Science,6,7,1.17,56,3.14
Saul Vargas,9412,male,,8,17,2.12,71,3.29
Xuemeng Song,9413,,,5,22,4.4,36,5.18
Henning Muller,9414,male,University of Applied Sciences Western Switzerland Sierre,22,346,15.73,18,6.0
Robert Capra,9415,male,Virginia Tech Blacksburg Virginia USA,24,66,2.75,41,3.42
Anita Crescenzi,9416,female,,6,10,1.67,70,2.3
Qinfeng Shi,9417,,,12,83,6.92,16,5.08
Aldo Lipani,9418,male,,5,16,3.2,94,3.75
Long Xia,9419,male,,6,16,2.67,31,5.06
Zeyang Liu,9420,,,8,14,1.75,79,6.07
Luming Zhang,9421,,,16,150,9.38,32,4.66
Elmar Haussmann,9422,male,University of Freiburg Germany,9,14,1.56,7,3.71
Nikita Zhiltsov,9423,male,,9,11,1.22,18,4.27
Fedor Nikolaev,9424,male,,5,5,1.0,40,3.6
Ridho Reinanda,9425,,,6,12,2.0,50,4.08
Artem Grotov,9426,male,,4,8,2.0,38,4.25
Shimon Whiteson,9427,male,,16,142,8.88,15,3.68
Yexi Jiang,9428,,,11,25,2.27,36,6.6
Chunqiu Zeng,9429,male,Google Inc. Mountain View CA USA,11,30,2.73,30,7.57
Thierson Couto Rosa,9430,,,13,23,1.77,13,5.09
Wellington Martins,9431,,Informatics Institute Goiânia Brazil,24,25,1.04,20,4.72
Lifan Guo,9432,,,10,12,1.2,17,4.58
Pengfei Wang,9433,,,11,73,6.64,41,4.58
Shiyong Lu,9434,,Wayne State University USA,20,124,6.2,12,4.19
John Foley,9435,male,,9,19,2.11,42,3.47
Shonali Krishnaswamy,9436,,Monash University Melbourne Australia,20,158,7.9,11,4.12
Jia-Dong Zhang,9437,,,6,23,3.83,74,2.7
Jiashen Sun,9438,,,11,12,1.09,17,5.33
Mengwen Liu,9439,,,6,15,2.5,33,4.93
Eddy Maddalena,9440,male,,6,19,3.17,42,3.84
Jakob Grue Simonsen,9441,male,University of Copenhagen Denmark,15,78,5.2,15,2.9
Niels Dalum Hansen,9442,male,,5,13,2.6,69,3.54
Zhuoren Jiang,9443,,,6,28,4.67,46,4.21
Tal Daniel,9444,,,8,5,0.62,20,4.2
Yinan Zhang,9445,,,14,23,1.64,52,4.09
Mohammed Al-Dhelaan,9446,male,,7,10,1.43,30,2.8
Igor Kuralenok,9447,male,,19,9,0.47,67,3.44
Hosein Azarbonyad,9448,male,,7,28,4.0,50,4.29
Mostafa Dehghani,9449,male,University of Tehran Iran,7,52,7.43,56,4.52
Ismail Badache,9450,male,,6,19,3.17,95,2.37
Ashraf Bah,9451,male,,6,11,1.83,82,2.73
Ismail Sengor Altingovde,9452,male,Middle East Technical University (METU) Ankara Turkey,18,74,4.11,28,4.35
Anirban Chakraborty,9453,,,13,34,2.62,56,3.18
Swapan Kumar Parui,9454,male,,37,120,3.24,11,3.37
Zhuyun Dai,9455,,,5,11,2.2,45,4.18
Anjie Fang,9456,,,5,13,2.6,69,4.15
Philip Habel,9457,male,,4,7,1.75,0,4.71
Dwaipayan Roy,9458,,,6,12,2.0,75,3.25
Ning Gao,9459,,,15,52,3.47,44,4.33
Kazuo Hara,9460,male,,12,22,1.83,36,7.55
Ikumi Suzuki,9461,female,,10,12,1.2,33,4.5
Mohammed Hasanuzzaman,9462,male,,23,62,2.7,45,4.19
Sriparna Saha,9463,,Indian Institute of Technology Patna India,13,163,12.54,31,3.13
Seyyed Hadi Hashemi,9464,,,6,15,2.5,93,3.27
Stefan Heindorf,9465,male,,7,8,1.14,50,3.88
Gregor Engels,9466,male,University of Paderborn Department of Computer Science,37,266,7.19,33,3.64
Jiyi Li,9467,,,12,23,1.92,87,2.96
Sheng Li,9468,,University of Georgia Athens GA USA,10,67,6.7,40,4.13
Yun Fu,9469,male,Northeastern University Department of Electrical and Computer Engineering / College of Computer and Information Science Boston MA USA,13,258,19.85,10,3.68
Xirong Li,9470,,,13,81,6.23,41,4.41
David Maxwell,9471,male,,12,19,1.58,53,3.89
Rashmi Sankepally,9472,female,,6,8,1.33,38,7.0
Jerome White,9473,male,New York University Abu Dhabi UAE,15,19,1.27,32,3.89
Mauricio Quezada,9474,male,,6,6,1.0,33,3.33
Vanessa Pena Araya,9475,female,,8,7,0.88,43,3.86
Moritz Schubotz,9476,male,University of Konstanz Department of Computer and Information Science Germany,6,41,6.83,46,4.05
Howard S. Cohl,9477,male,,22,18,0.82,50,4.94
Joost van Doorn,9478,male,,4,3,0.75,33,6.33
Harrie Oosterhuis,9479,male,,4,18,4.5,78,3.11
Nikita V. Spirin,9480,male,,8,10,1.25,80,3.8
Pavel A. Izhutov,9481,male,,4,2,0.5,0,5.0
Jiwei Tan,9482,,,6,12,2.0,57,3.58
Johanne R. Trippas,9483,female,,4,17,4.25,47,4.82
Lawrence Cavedon,9484,male,,30,87,2.9,18,5.03
Yang Wang,9485,,University of New South Wales Sydney NSW Australia,9,57,6.33,47,3.68
Zhongyu Wei,9486,,,9,41,4.56,27,4.61
Yongrui Qin,9487,,,11,69,6.27,28,4.68
Xianzhi Wang,9488,,University of Technology Sydney Australia,9,66,7.33,21,5.27
Ali Shemshadi,9489,male,,11,23,2.09,48,4.43
Azadeh Shakery,9490,,,16,80,5.0,5,3.44
Zhenfeng Zhu,9491,,,15,83,5.53,18,4.08
Yue Zhao,9492,,Delft University of Technology The Netherlands,4,11,2.75,82,3.18
Juliano Efson Sales,9493,male,,4,11,2.75,55,4.73
Brian Davis,9494,male,Maynooth University Ireland,13,65,5.0,20,4.65
Jaakko Peltonen,9495,male,Aalto University Finland,18,67,3.72,37,3.99
Dorota Glowacka,9496,female,,10,48,4.8,28,4.23
Aki Reijonen,9497,female,,6,4,0.67,0,8.5
Petri Myllymaki,9498,male,University of Helsinki Finland,29,85,2.93,6,3.96
Jeroen B. P. Vuurens,9499,male,,8,12,1.5,92,3.08
Andrew Jie Zhou,9500,male,,4,3,0.75,100,2.67
Shiri Dori-Hacohen,9501,,,14,12,0.86,67,3.17
Pengfei Li,9502,,,18,122,6.78,30,4.3
Xiaolu Lu,9503,,RMIT University Melbourne VIC Australia,5,11,2.2,64,3.45
Evi Yulianti,9504,female,,7,9,1.29,67,4.44
Konstantine Arkoudas,9505,male,,16,27,1.69,70,3.11
Mario Cataldi,9506,male,,11,30,2.73,63,3.57
Jin Young Kim,9507,female,Microsoft Redmond WA USA,7,5,0.71,100,3.6
Nir Ofek,9508,male,,12,19,1.58,53,3.89
Denis Parra,9509,male,,10,80,8.0,11,4.08
Leandro Balby Marinho,9510,male,Federal University of Campina Grande Brazil,14,45,3.21,20,4.09
Tasos Anastasakos,9511,,,26,25,0.96,32,5.56
Yiping Song,9512,,,4,14,3.5,43,5.79
Clebson C. A. de Sa,9513,,,3,2,0.67,50,4.5
Daniel Xavier de Sousa,9514,male,,11,6,0.55,67,4.33
Kenny Davila,9515,male,,5,12,2.4,57,3.5
Yuening Hu,9516,,,9,17,1.89,47,4.35
Damien Jose,9517,male,,11,8,0.73,12,5.0
Zhaohua Zhang,9518,,,21,11,0.52,36,4.91
Rebecca J. Stones,9519,female,Nankai University Tianjin China,5,27,5.4,11,5.33
Simon Gog,9520,male,Karslruhe Insitute of Technology (KIT) Germany,12,61,5.08,52,3.13
Fumin Shen,9521,,,7,148,21.14,16,5.48
Huanbo Luan,9522,,,12,74,6.17,9,5.77
Ryan Burton,9523,male,,3,2,0.67,100,1.5
Joanna Asia Biega,9524,female,Max Planck Institute for Informatics Saarbücken Germany,6,13,2.17,54,3.85
Erik Ordentlich,9525,male,,29,75,2.59,53,3.09
Lee Yang,9526,male,,10,6,0.6,0,8.0
Gavin Owens,9527,male,,3,4,1.33,0,8.5
Xiao-Jie Wang,9528,,,4,5,1.25,40,4.8
Stefan Zwicklbauer,9529,male,,7,13,1.86,69,4.85
Christin Seifert,9530,female,University of Passau Faculty of Computer Science and Mathematics Germany,15,70,4.67,23,3.89
David Konopnicki,9531,male,Technion - Israel Institute of Technology Haifa Israel,24,40,1.67,30,5.15
Oliver Jojic,9532,male,,8,6,0.75,17,3.17
Shakti Sinha,9533,,,4,12,3.0,0,4.83
Hengliang Luo,9534,,,5,11,2.2,18,5.82
Vasilis Kandylas,9535,male,Microsoft Corporation Mountain View CA USA,12,22,1.83,27,3.91
Arunav Mishra,9536,,,9,19,2.11,47,6.16
Honglei Zhuang,9537,,,8,19,2.38,42,5.84
Ugo Scaiella,9538,male,,9,10,1.11,40,3.3
Qingyun Wu,9539,,,3,9,3.0,56,3.56
Huazheng Wang,9540,,,4,7,1.75,86,4.43
Quanquan Gu,9541,male,UCLA USA,11,107,9.73,32,3.36
Ran He,9542,female,,14,168,12.0,19,4.39
Widad Machmouchi,9543,female,,11,14,1.27,28,2.36
Luis A. Leiva,9544,male,,12,67,5.58,54,3.63
Xuezhi Cao,9545,,,7,15,2.14,67,4.27
Maram Hasanain,9546,,,6,22,3.67,45,3.77
Cathal Gurrin,9547,male,Dublin City University,20,197,9.85,17,5.38
Rami Albatal,9548,male,,10,28,2.8,32,4.11
Vitor Mangaravite,9549,,,7,7,1.0,43,5.0
Qiang Liu,9550,,Chinese Academy of Sciences Institute of Automation Center for Research on Intelligent Perception and Computing Beijing China,4,19,4.75,63,4.11
Tieniu Tan,9551,,,31,542,17.48,8,3.89
Fanghong Jian,9552,,,3,5,1.67,40,3.6
Luchen Tan,9553,,,11,17,1.55,65,3.82
Brian Brost,9554,male,,3,6,2.0,100,3.33
Yevgeny Seldin,9555,male,,18,37,2.06,59,3.32
Grace Hui Yang,9556,female,Georgetown University,17,78,4.59,46,2.97
Lisa Singh,9557,female,,22,57,2.59,35,3.63
Ali Montazeralghaem,9558,male,,3,10,3.33,40,3.6
Dimitrios Rafailidis,9559,male,,11,53,4.82,66,2.7
Wei Lu,9560,,University of Electronic Science and Technology of China School of Management and Economics Chengdu China,3,4,1.33,75,3.5
Min Yang,9561,,Chinese Academy of Sciences Shenzhen Institutes of Advanced Technology China,3,41,13.67,37,5.68
Wenting Tu,9562,,,9,29,3.22,52,3.9
Yen-Chieh Lien,9563,,,4,5,1.25,20,4.6
Xinhui Tu,9564,,,14,19,1.36,37,4.47
Jing Luo,9565,,Wuhan University of Science and Technology College of Computer Science and Technology China,11,11,1.0,36,4.36
Matthew Mitsui,9566,male,,5,21,4.2,48,3.57
Sumit Sidana,9567,male,,3,5,1.67,80,5.0
Marianne Clausel,9568,female,,7,17,2.43,6,4.71
Myungha Jang,9569,,,10,13,1.3,85,3.15
Liu Yang,9570,,University of Massachusetts Amherst College of Information and Computer Sciences MA USA,6,31,5.17,32,5.68
